customerID,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
CUST00382,0.978295330303307,50.58495014257543,36.03098972212323,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,Yes
CUST00383,71.98875700343997,65.41130096285468,4681.991401566033,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST00384,0.8049977319250423,90.8702297892299,91.81789334250236,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST00385,47.57527234599475,108.10587088246555,5055.290084666926,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST00386,11.291972818360396,19.87234833741377,197.8640557683974,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes
CUST00387,54.89147200026267,85.5946624171315,4838.606626726589,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00388,41.77671207369414,54.935546370149424,2372.466028220903,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,No
CUST00389,44.099852877390504,90.24463536600167,4085.12364744324,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,No
CUST00390,1.634900779347435,43.6838407632872,38.56373831141688,Male,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
CUST00391,26.918799163456203,95.545989435201,2578.276942739845,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00392,27.0879639335948,84.46153719190087,2352.514349213133,Male,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00393,1.920106069343294,44.34548167138985,84.39322804020354,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST00394,19.044494240378324,19.506867996355556,395.15339595336036,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST00395,41.722343499937026,94.84599326093256,3902.398903864762,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00396,66.0831403983561,89.99706499323568,5970.682978849051,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST00397,33.43148195401818,109.80765354138826,3682.019643503828,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00398,33.64475931231369,73.52726316688268,2519.7842982698426,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST00399,32.930621324156526,54.40648775341216,1793.4179464609617,Male,No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00400,23.082398782473774,20.158825004034263,383.90149360227514,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST00401,31.731490721663118,19.762396537738965,632.1796940527298,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
CUST00402,11.082054120469824,19.725758053011543,200.90730399282705,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
CUST00403,69.14337721933286,99.30709832830772,7012.306098607442,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST00404,68.08313030064237,55.60050317972049,3865.3225712631056,Female,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),No
CUST00405,19.87339837953476,20.2150751717488,394.12412531594646,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
CUST00406,71.9441652583032,19.388321851042207,1459.627813031559,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No
CUST00407,59.66707953986412,95.45745915183923,5798.58420045151,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No
CUST00408,32.10691875518171,93.46734986502685,2870.329081785984,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
CUST00409,0.5639481077540689,20.128870012359005,12.060641843730338,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST00410,1.0111498982567615,19.446067694869207,19.365114605506587,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST00411,3.248487362363641,81.24585687516667,200.81377933754283,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00412,45.909723006542265,24.36283912681643,1119.4092706161782,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No
CUST00413,29.09131724974859,74.72974364646842,2140.749731648646,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST00414,50.78946670189381,87.80495341646765,4455.950198717955,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,No
CUST00415,47.553450743001356,70.74804584104476,3570.0653678731587,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST00416,15.635765470366339,72.92794962216581,1169.349146556734,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
CUST00417,70.12558767872315,98.65278257188714,6871.696799240975,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No
CUST00418,39.62988591580897,25.08906441895076,1026.4496535859244,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
CUST00419,22.12089118544851,82.83495910291096,1829.90447126542,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
CUST00420,1.0011549722598718,75.17140774943098,89.88681043242235,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST00421,5.049379382869648,23.74680996766264,133.2772342245805,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
CUST00422,6.821304078525584,69.66218606172994,524.3327780596014,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST00423,29.231177927993727,100.45396330686391,2823.616243651942,Male,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No
CUST00424,44.07461045016906,25.56047659748691,1085.0117823988926,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST00425,10.29305839114682,40.61242723515968,440.1266733424162,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No
CUST00426,54.95338022823507,51.594533430740725,2843.1979495628675,Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
CUST00427,52.25791781956736,104.95887919214506,5381.6991351729375,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
CUST00428,9.664337425589864,86.06930016597832,897.1467499186253,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,No
CUST00429,17.949793118648305,76.11269962317844,1412.3055171420026,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST00430,68.02309914743017,58.09923651039553,3971.9952597342976,Female,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),No
CUST00431,61.067989045150256,19.844830117756892,1202.2842843359983,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST00432,72.27134931793334,65.0267371561186,4793.906642719173,Female,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST00433,1.6351174709468683,53.51467737810962,91.4689505954426,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,No
CUST00434,12.018821946134945,45.227856754806226,556.98132581823,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST00435,41.20012889460623,20.02467296699653,927.2559437587249,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,No
CUST00436,25.933918303683765,44.49095079794116,1194.721720527214,Female,No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No
CUST00437,36.14235736618355,20.559089211978556,720.9176764502457,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
CUST00438,71.90662104007791,113.98084658120351,8439.939313464472,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST00439,35.15754102385462,89.81951576989553,3187.848957086508,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00440,1.1449991677000448,55.625216086645096,64.8839441175898,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,No
CUST00441,15.461067590620132,113.22596131913481,1892.1621839212846,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00442,48.73811629554733,101.60415041526818,5060.598980135243,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),No
CUST00443,53.815252778805984,114.46213186587825,6066.527030010291,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No
CUST00444,17.984385958851608,64.7794072636435,1176.062626205499,Female,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,No
CUST00445,36.09978779861918,80.68163078147785,2978.8480758170317,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,No
CUST00446,59.613857934564855,105.57346664564227,6360.386389429796,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00447,1.1503912719857623,69.63046541300822,71.53594084078075,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
CUST00448,51.59060849711119,25.135900641025557,1283.9730230284767,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
CUST00449,8.037097216879497,94.70444542714004,793.6838612885628,Male,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00450,71.7649747558544,105.74823673511983,7618.376580603689,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
CUST00451,63.87018861151872,24.437480037389278,1672.7452639624487,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST00452,21.966243995387252,69.22982246103356,1520.9782291928325,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
CUST00453,59.92177338618791,60.17735165859837,3586.8704125327067,Male,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00454,27.790879961497133,81.1515258945671,2223.002536629674,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00455,61.00375202295991,24.587842421457253,1379.9130208168265,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST00456,24.036727597462992,104.04597784276825,2487.968344077564,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00457,28.26049556705781,92.79608450701195,2792.887749840084,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),No
CUST00458,30.01159852366729,80.6776355280762,2370.4182141271913,Female,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
CUST00459,2.259200736749527,20.06243515449691,34.7340329570389,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST00460,1.0902156988204146,75.12579543377814,87.18337954155729,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST00461,5.9577049479148245,19.65602367284039,100.3729368894019,Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST00462,24.132392389474226,69.56611441688328,1610.2069672051812,Female,Yes,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00463,3.75897858555235,101.05842266271053,392.4391066109709,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
CUST00464,6.993318452675148,100.42522160338072,671.4121746677798,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00465,72.1466814324786,116.32356357318886,8368.00504094017,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST00466,70.00057778413019,40.089276246802626,2772.0908691966038,Male,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,No
CUST00467,63.939725608525144,102.66313903264897,6556.848131622236,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No
CUST00468,72.09019561473308,89.93665305743232,6615.214184019646,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,No
CUST00469,43.90780022017472,19.7012963829971,868.1970000230958,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST00470,12.851267284006418,55.739649449345556,728.7163101209201,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
CUST00471,16.721003880821414,20.4887515757839,337.6707473562768,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST00472,0.6382360083181533,54.62735234911265,62.39390077225173,Male,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00473,9.569146113211588,69.93028038942103,563.1378555082391,Male,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
CUST00474,24.155627998283688,53.44278150109613,1346.3430909711308,Male,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,No
CUST00475,1.7255908477589232,74.03750059963446,62.43403511219523,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00476,24.310292470485187,79.89373825956874,1875.2422964936584,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00477,34.750454432603725,75.73667677740173,2781.707885263299,Male,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00478,7.465698895890375,75.56331455937104,544.8246214575681,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
CUST00479,5.049201887337967,96.08459532854984,452.7167606752776,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00480,14.838284285736322,68.93981211304171,970.5006669406673,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST00481,11.021915428650997,19.902061458147056,235.12730645703618,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST00482,47.75127036675882,45.318753721262524,2190.0205700589945,Female,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST00483,19.99056382658431,81.3363608323877,1686.5267951368496,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
CUST00484,72.21534705208039,108.7375182413058,8005.305393063111,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
CUST00485,7.743642182244447,83.8647575786961,654.4591803044972,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST00486,71.85879828402976,84.3235131523319,6103.4836491367405,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),No
CUST00487,14.99180228707912,100.06425412088524,1387.7483782682896,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00488,72.31608380737973,88.71255864619043,6199.472078296708,Male,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST00489,0.06775196575388946,52.663668616005026,1421.3497426601427,Female,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
CUST00490,0.7394410021566107,74.7435874019937,75.27710911894187,Male,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00491,62.85364781929928,104.95966682997425,6614.113211100018,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST00492,2.0015159921188688,59.019400399330245,154.72089296430983,Female,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
CUST00493,2.0316824310060455,74.5079442161748,136.64224169974187,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00494,60.91978598472379,64.24923160451003,3895.5119806993525,Male,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),No
CUST00495,1.1994135461361133,20.160740779923927,48.96998825578947,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST00496,21.94610285665795,44.02398395197117,871.8067598027764,Male,No,No,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),Yes
CUST00497,28.344040546669337,61.09747102329241,1740.6613660201342,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,No
CUST00498,69.85525335980044,19.797017641783448,1385.1496407196398,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
CUST00499,4.904174213345212,28.39394067611728,150.49068977671095,Female,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST00500,11.649488384869791,100.08082546867381,1236.0645155210714,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST00501,33.78975702315067,116.50777056341045,3906.9267931792174,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
CUST00502,70.63833570762924,81.25253795046143,5684.700058160809,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No
CUST00503,70.11436959842192,65.24491983587127,4548.900132078156,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),No
CUST00504,52.03919743067265,84.20149007202966,4316.815406496949,Female,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST00505,68.90274811899641,79.77293613918235,5536.849701366718,Male,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),No
CUST00506,20.35060405017235,94.03871600764425,1779.9889359147558,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00507,10.766806299823246,78.05386039958105,876.3380042974799,Male,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
CUST00508,1.9595451868957952,93.96600362238054,225.99569040323627,Male,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00509,5.9324264684146675,80.04989049760972,494.85750170365657,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00510,0.7109499641558163,20.26283992743995,45.15523941626305,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST00511,19.948159302147587,94.43175897305846,1819.1670713158214,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No
CUST00512,60.744890917171084,106.4119773647296,6302.580974340577,Male,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST00513,5.089214286018255,74.41399779201768,381.1406021833094,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST00514,56.46023512596306,105.40774896751664,5937.529949880409,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
CUST00515,30.528131645149905,94.65015362528743,2884.395972801388,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
CUST00516,40.26425035276253,104.60496504984327,4111.079307297923,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes
CUST00517,27.96785607732934,54.67134357868296,1556.1336541676421,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,No
CUST00518,4.800972320762771,69.8529922005504,285.14923649442017,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
CUST00519,27.046136865215132,75.44619231813023,1938.9065692268593,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST00520,11.883931666445047,19.9247418500856,281.82618470358983,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
CUST00521,66.55426055193027,105.66316626651007,7002.819824852064,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
CUST00522,29.142905787372698,51.346024305071936,1422.987636113486,Male,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST00523,55.314723838879864,85.87227678186422,4727.49793876661,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No
CUST00524,22.796039045758143,75.27389888073894,1765.5948980767573,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST00525,33.90819100963597,99.72982827986667,3444.4902112325567,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST00526,52.10240229911834,91.90577071729432,4729.313479000084,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,No
CUST00527,72.47399707100483,116.04770530405824,8387.374849070475,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST00528,58.41263624877183,94.94259561807618,5433.980330292557,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),No
CUST00529,34.88167863605706,19.358493909849578,698.865647121269,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST00530,56.285739370955376,100.01042555756376,5697.171885051814,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
CUST00531,24.08439287558467,21.012473872454837,495.6393056318147,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No
CUST00532,70.28807574668583,20.19768095466244,1342.7988128975778,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
CUST00533,1.9212913410485433,79.67071957422348,195.40080490759692,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
CUST00534,67.96910010454832,106.74045332023272,7370.443708826276,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
